Id,Код,Возраст,Среднемесячный расход,Средняя продолжительность разговоров,Звонков днем за месяц,Звонков вечером за месяц,Звонков ночью за месяц,Звонки в другие города,Звонки в другие страны,Доля звонков на стационарные телефоны,Количество SMS за месяц
510,523,44,2204.02,5.2,485,104,33,43,0,54,14
511,524,25,338.88,7.6,8,62,0,0,0,3,21
512,525,48,173.9,1.3,99,68,4,28,0,25,3
513,526,20,31.72,0.6,49,34,0,2,0,1,43
514,527,55,3627.21,14.2,263,127,22,48,7,58,9
515,528,54,8.64,1.2,5,3,0,0,0,0,0
516,529,54,1002.7,9.9,63,69,2,11,0,22,5
517,530,33,373.8,4.0,58,52,1,0,0,17,18
518,531,47,456.35,3.6,53,125,0,1,0,12,5
519,532,68,35.64,3.3,6,3,0,0,0,6,1
520,533,38,699.74,6.5,54,93,0,42,0,26,14
521,534,20,136.16,1.5,40,101,3,0,0,1,81
522,535,41,1574.47,6.6,265,101,17,57,9,5,15
523,536,46,311.85,2.7,60,80,2,0,0,14,4
524,537,40,247.52,2.6,45,72,2,10,0,30,45
525,538,32,1375.81,8.6,147,110,72,4,0,6,147
526,539,51,118.3,2.0,36,31,7,40,3,6,2
527,540,36,3311.89,13.4,260,128,0,4,6,19,8
528,541,64,4555.32,13.2,397,92,8,26,0,12,0
529,542,21,191.29,2.2,56,76,9,2,0,1,67
530,543,65,28.8,1.5,4,12,0,0,0,5,3
531,544,40,14.04,1.3,6,6,0,0,0,0,0
532,545,32,167.98,1.8,53,69,5,2,1,16,53
533,546,46,297.73,3.8,62,34,4,34,1,8,4
535,548,47,174.93,2.1,40,63,0,0,1,12,3
536,549,58,679.04,5.2,32,158,4,1,0,21,2
537,550,60,124.22,1.3,62,62,2,0,0,4,0
538,551,50,12.28,1.5,6,4,0,0,0,0,0
539,552,67,12.0,2.5,2,2,0,0,0,1,3
540,553,29,1266.06,8.8,90,129,89,7,0,3,168
541,554,36,1526.07,10.0,131,124,49,4,0,2,139
542,555,55,844.16,8.9,89,9,3,0,0,17,5
543,556,37,215.04,4.8,38,11,0,4,0,0,22
544,557,56,173.77,2.2,35,72,6,32,0,3,4
545,558,41,831.28,7.5,55,95,2,3,1,5,23
546,559,51,971.6,8.0,67,79,1,43,0,11,5
547,560,48,203.7,1.5,65,99,8,32,0,14,1
548,561,52,198.74,2.6,53,45,0,0,0,25,4
549,562,20,29.81,0.4,43,69,10,0,1,6,19
550,563,44,6.31,1.1,5,2,0,0,0,0,0
551,564,50,44.23,2.7,8,12,0,0,0,0,0
553,566,58,1419.11,7.9,101,140,0,0,0,5,4
554,567,54,202.5,2.2,59,61,1,22,0,0,3
555,568,57,537.37,5.7,40,92,0,36,0,10,4
556,569,46,372.33,3.5,43,106,0,0,0,5,4
557,570,62,36.0,1.5,15,5,0,0,0,10,1
558,571,45,164.09,2.3,40,53,6,13,0,21,4
559,572,31,131.86,3.6,34,7,5,7,1,20,7
560,573,31,111.38,1.3,60,47,7,0,3,0,31
561,574,40,210.63,1.7,67,82,0,0,0,2,26
562,575,39,980.0,5.6,68,153,2,3,0,5,39
563,576,42,365.82,3.9,65,42,2,0,0,10,54
564,577,45,511.13,5.9,48,68,0,29,0,12,1
565,578,52,95.42,1.4,29,66,0,0,0,1,0
566,579,52,1490.47,8.5,67,154,3,0,0,14,3
567,580,20,27.23,0.5,4,75,13,0,0,3,48
568,581,19,141.75,2.5,24,57,0,4,0,0,96
569,582,29,289.36,7.9,34,9,1,7,0,24,2
570,583,31,560.74,5.2,57,105,71,16,0,8,103
571,584,52,885.18,7.2,69,96,0,5,0,26,5
573,586,24,367.08,3.8,3,119,32,0,0,4,74
574,587,36,229.32,2.5,67,50,0,0,0,16,48
575,588,58,203.33,2.1,75,46,0,5,0,0,2
576,589,60,98.1,2.0,51,5,0,0,1,15,3
577,590,31,277.48,2.4,65,90,1,5,0,20,22
578,591,69,28.08,1.3,5,13,0,0,0,12,1
579,592,25,141.61,1.7,53,44,0,4,0,1,7
580,593,41,30.6,1.7,10,10,0,0,0,0,0
581,594,54,1113.48,9.5,47,116,4,5,1,11,5
582,595,20,113.64,1.6,42,66,7,0,0,7,20
583,596,38,143.26,1.3,87,50,0,0,0,16,33
584,597,29,248.68,2.9,55,43,3,21,0,24,67
585,598,70,15.96,1.9,5,2,0,0,0,5,3
586,599,46,711.47,5.1,99,80,0,38,0,26,0
587,600,54,2311.55,6.4,417,132,36,42,4,30,7
588,601,25,98.8,1.1,96,5,2,0,0,9,49
589,602,26,300.5,3.7,60,42,3,0,0,7,14
590,603,35,185.62,3.1,63,5,0,14,0,20,13
591,604,45,8.19,1.0,5,5,0,0,0,0,0
592,605,53,1252.09,8.4,62,146,2,0,0,2,3
593,606,37,166.77,2.2,65,27,0,36,0,20,32
594,607,39,196.55,1.7,67,86,1,0,0,26,28
595,608,63,48.72,2.9,12,2,0,0,0,0,3
596,609,33,234.0,2.6,61,78,22,6,0,4,63
597,610,23,192.66,2.3,51,77,7,0,1,3,53
598,611,50,18.72,1.6,10,2,2,0,0,0,0
599,612,54,194.92,1.5,31,158,6,0,0,30,3
600,613,63,46.92,2.3,5,12,0,0,0,12,0
601,614,55,399.94,3.9,45,80,5,0,0,8,5
602,615,47,895.49,9.9,43,79,4,5,0,27,5
603,616,19,71.85,0.8,31,110,0,2,0,0,41
604,617,36,438.0,3.6,60,106,0,2,1,19,40
605,618,43,527.44,4.5,67,89,0,25,0,10,69
606,619,65,22.8,1.0,12,7,0,0,0,9,2
608,621,34,649.23,5.6,75,76,0,30,0,14,22
609,622,51,596.3,3.7,67,158,0,0,0,3,4
610,623,35,200.65,1.4,68,129,0,39,0,11,5
611,624,55,531.32,3.8,68,122,3,0,1,19,2
612,625,32,280.92,3.0,55,69,0,5,0,8,8
613,626,51,190.34,2.4,43,62,3,0,0,10,5
614,627,38,373.95,5.9,43,36,5,32,0,14,2
615,628,38,478.59,5.3,39,73,2,0,0,10,47
616,629,36,1732.8,15.2,53,112,50,6,0,0,70
617,631,55,353.78,3.8,53,58,2,0,1,3,0
618,632,38,105.49,1.2,42,79,0,0,0,10,13
619,633,50,288.56,2.0,55,148,3,26,0,9,5
620,635,23,447.94,4.8,58,79,19,0,1,3,43
621,636,41,131.03,1.7,43,60,0,0,0,6,21
622,637,20,40.25,2.3,16,5,8,0,0,6,69
623,638,46,11.79,1.6,2,7,0,0,0,0,0
624,639,29,1158.64,8.6,81,97,1,0,3,15,18
625,640,57,259.7,2.7,44,89,0,33,0,16,4
626,641,57,1022.13,7.1,49,157,0,0,0,9,5
627,642,67,19.44,1.8,7,2,0,0,0,4,3
628,643,58,147.27,1.6,33,98,1,41,0,19,4
629,644,54,603.3,7.7,37,71,0,4,0,12,0
630,645,41,21.62,2.4,9,2,0,0,0,0,0
631,646,34,199.76,2.8,32,67,0,16,0,24,12
632,647,20,170.1,2.7,7,78,10,0,0,11,55
633,648,43,875.05,5.7,97,104,2,16,0,22,3
634,649,51,581.7,3.0,91,146,6,4,0,23,1
635,650,31,345.09,5.5,34,50,1,1,0,10,14
636,651,46,589.23,5.0,53,110,0,0,2,5,5
637,652,44,428.26,3.8,64,71,0,0,0,16,18
638,653,48,191.99,2.2,47,71,0,0,0,5,5
639,655,53,133.98,2.2,55,8,4,25,0,10,5
640,656,55,265.55,2.7,63,51,1,5,0,20,4
641,657,62,21.84,2.6,5,2,0,0,0,8,1
642,658,33,2211.74,16.4,95,138,28,29,0,0,146
643,659,63,27.6,2.3,4,6,0,0,0,13,0
644,660,27,346.5,4.3,55,45,7,0,2,4,8
645,661,26,257.99,2.5,77,52,2,29,1,3,35
646,662,39,206.15,1.9,77,45,4,22,0,6,20
647,663,39,158.71,1.1,63,137,1,31,0,2,39
648,664,38,307.54,3.4,55,63,4,0,0,19,16
649,665,41,129.76,2.1,38,44,0,4,0,5,16
650,666,32,497.28,6.4,49,42,0,4,0,7,22
651,667,21,171.23,2.1,20,108,0,2,1,5,45
653,669,40,670.76,6.5,62,73,4,3,0,22,11
654,670,53,133.28,1.6,34,71,0,0,0,3,4
655,671,58,836.06,7.5,102,31,0,6,0,7,3
656,672,32,2794.5,16.2,106,139,85,5,0,7,42
657,673,40,131.09,1.4,92,17,0,3,0,18,7
659,675,42,181.54,2.5,30,72,0,3,0,7,29
660,676,32,885.94,7.6,118,76,39,45,0,12,33
661,677,52,335.16,4.2,55,34,4,3,0,8,5
662,678,26,231.71,2.5,55,66,3,0,0,0,18
663,679,30,1363.63,9.0,118,137,45,9,2,0,68
664,680,29,379.14,2.4,65,156,2,0,0,0,24
665,681,38,247.67,4.8,33,30,8,0,0,15,36
666,682,57,808.77,6.7,63,98,5,1,0,3,3
667,683,45,306.6,3.0,30,102,4,0,0,23,3
668,685,46,257.14,3.1,54,42,1,21,1,14,5
670,687,54,865.69,8.3,63,57,6,1,0,10,5
671,688,26,239.07,2.7,63,50,0,0,0,1,10
672,689,36,426.54,7.2,49,24,0,39,1,20,54
673,690,50,39.15,2.9,9,6,0,0,0,0,0
674,691,35,1268.47,8.8,91,156,34,6,0,0,71
675,692,54,370.35,3.8,61,67,0,3,0,11,5
676,693,32,367.68,3.7,46,91,0,7,0,27,28
678,695,42,183.26,1.7,95,20,0,0,1,22,34
679,696,29,854.84,8.6,48,75,0,7,1,15,16
680,697,31,120.2,1.7,50,41,0,0,0,14,3
681,698,20,6.5,0.1,21,77,8,0,0,2,46
682,699,43,799.82,7.3,63,83,0,40,0,20,4
683,700,44,257.99,2.5,46,97,0,0,0,1,22
684,701,31,327.8,3.1,63,77,0,0,0,7,48
685,702,51,602.16,6.9,62,45,8,1,0,9,5
686,703,31,309.58,6.0,33,34,0,19,3,24,21
687,704,37,396.72,3.6,38,120,0,2,0,20,4
688,705,37,326.78,3.8,31,90,2,0,0,15,38
689,706,56,497.5,7.1,57,28,4,0,0,10,2
690,707,63,24.36,2.9,3,4,0,0,0,3,3
691,708,43,22.73,1.5,9,9,1,0,0,0,0
692,709,44,955.5,7.8,105,27,0,2,2,0,23
693,710,64,10.2,1.7,1,4,0,0,0,8,3
694,711,65,4522.14,14.8,351,71,29,8,6,25,14
695,712,39,499.34,6.7,58,35,0,0,0,5,8
696,713,58,557.06,5.3,71,64,2,6,0,23,4
697,714,52,505.4,3.8,52,117,0,0,0,16,3
698,715,26,235.93,2.1,42,100,3,0,0,24,10
699,716,52,712.17,8.6,46,65,0,22,1,15,4
700,717,29,771.68,5.3,106,58,0,28,0,20,12
701,718,58,385.56,3.4,42,103,0,20,0,25,3
702,719,33,699.04,9.3,48,51,0,21,0,10,3
703,720,31,114.28,1.3,40,82,0,0,3,1,11
704,721,39,1359.58,9.3,60,144,3,6,0,27,55
705,722,33,540.54,4.0,133,95,39,9,0,8,26
706,723,31,2167.73,15.6,107,121,53,4,0,11,116
707,724,51,5.9,0.9,5,3,0,0,0,0,0
708,725,44,148.87,3.8,37,9,1,36,2,9,1
709,726,54,137.78,2.1,52,29,2,14,0,11,5
710,727,31,430.93,4.1,61,79,0,7,0,18,46
711,728,57,2974.34,10.6,302,131,15,28,0,25,6
712,729,32,727.68,6.7,64,79,3,7,0,0,53
713,730,68,18.48,1.4,8,3,0,0,0,7,0
714,731,68,42.0,2.5,13,1,0,0,0,5,2
715,732,51,215.24,3.1,39,54,0,0,0,16,1
716,733,24,863.23,6.0,120,124,39,40,0,0,64
717,734,53,605.15,3.8,68,154,0,3,0,9,2
718,735,20,247.66,2.9,59,63,0,0,0,3,32
719,736,21,13.06,0.2,33,68,3,0,0,7,71
720,737,31,946.76,6.8,101,137,34,3,0,14,73
721,738,43,820.2,5.8,53,147,0,9,1,8,7
722,739,35,722.14,7.9,31,100,1,5,0,6,33
723,740,51,264.99,3.2,53,56,0,4,0,4,4
724,741,43,22.28,1.7,12,4,0,0,0,0,0
725,742,47,25.8,2.1,10,5,0,0,0,0,0
726,743,68,29.64,1.9,9,4,0,0,0,7,0
727,744,58,104.16,1.2,80,10,4,0,0,23,3
728,745,44,260.47,4.7,39,32,0,0,0,10,16
729,746,55,167.21,2.5,36,55,0,16,0,15,5
730,747,43,862.33,9.7,58,42,8,0,0,8,35
731,748,31,227.09,4.6,40,20,3,0,0,11,30
732,749,53,479.28,3.3,65,136,2,38,0,28,5
733,750,49,75.29,1.2,37,44,5,33,0,11,2
734,751,42,228.05,2.0,81,63,4,0,0,12,2
735,752,19,295.82,2.7,42,114,32,3,0,3,21
736,753,55,124.53,1.7,34,67,0,5,3,13,3
737,754,38,76.38,1.1,50,38,0,0,0,2,16
738,755,35,450.74,2.9,68,148,0,0,0,11,31
739,756,69,1623.59,5.4,362,98,24,28,7,22,0
741,758,52,11.47,1.0,6,8,0,0,0,0,0
742,759,37,447.58,4.6,53,65,0,14,0,19,2
743,760,54,146.19,1.5,58,72,0,45,0,14,2
744,761,25,415.83,4.8,57,56,0,0,0,17,65
745,762,44,525.52,5.0,53,90,0,33,0,17,7
746,763,19,96.76,1.4,30,68,21,2,0,6,27
747,764,44,1089.27,10.0,64,81,0,11,0,5,56
748,765,59,1067.22,7.7,64,108,0,5,0,6,3
749,766,50,368.85,3.7,47,90,1,5,0,4,1
750,767,59,537.76,6.3,40,77,0,3,3,2,0
751,768,53,214.99,2.7,51,53,0,4,0,30,4
752,769,58,1266.83,9.5,67,93,5,1,1,5,5
753,770,47,227.22,2.9,40,65,4,5,0,1,3
754,771,26,370.99,3.2,94,50,0,0,1,21,26
755,772,44,300.35,4.1,51,43,0,0,1,12,7
756,773,34,690.89,5.8,83,70,0,0,0,23,44
758,775,48,203.84,1.4,55,130,0,0,1,0,1
759,776,26,271.6,2.0,55,116,0,31,2,26,20
760,777,46,223.59,3.9,35,41,0,0,0,5,0
761,778,31,3799.32,12.4,382,95,8,39,0,36,10
762,779,64,10.08,1.4,3,3,0,0,0,6,1
763,780,39,186.0,2.0,71,46,0,1,0,4,6
765,782,53,390.39,3.3,70,69,4,30,2,10,5
766,783,49,735.35,5.2,48,155,0,0,0,6,2
767,784,19,391.18,6.9,26,48,30,0,1,5,18
768,785,54,412.46,3.7,104,29,0,0,0,17,0
769,786,31,639.74,8.3,55,44,0,15,0,9,5
770,787,36,282.64,2.9,37,101,0,0,0,9,15
771,788,38,143.32,1.2,70,86,5,13,0,1,34
772,789,45,302.7,2.7,56,96,2,0,0,4,2
774,791,36,3114.93,15.0,221,97,16,5,0,19,6
775,792,40,292.38,3.4,67,40,0,18,0,0,43
776,793,42,202.88,3.5,59,7,2,0,0,20,22
777,794,49,225.63,2.3,57,74,0,0,0,6,5
778,795,29,341.94,2.2,107,92,2,0,1,16,11
779,796,56,402.71,2.9,70,119,0,30,1,30,4
780,797,24,3192.13,12.8,303,82,13,8,0,12,9
781,798,39,898.93,9.8,46,76,6,0,0,7,64
782,799,60,204.67,1.7,97,50,4,0,0,24,3
784,801,51,375.06,5.7,48,22,8,7,0,16,5
785,802,46,272.0,3.5,55,45,0,29,0,1,2
786,803,43,90.04,1.1,36,75,5,1,0,5,28
787,804,20,7.66,0.1,37,69,7,0,0,4,52
788,805,50,519.64,4.9,50,80,1,0,3,16,4
789,806,49,2596.22,10.6,286,87,23,26,5,58,10
790,807,52,208.3,2.0,50,92,3,43,2,19,3
791,808,25,2276.33,6.2,361,148,31,33,0,6,7
792,809,64,111.36,2.9,24,8,0,0,0,4,1
793,810,23,31.15,0.6,12,65,9,0,0,4,94
794,811,28,452.59,3.5,48,134,2,2,1,17,13
795,812,48,227.41,1.5,67,144,0,6,0,18,1
796,813,35,221.99,3.4,43,40,5,2,0,13,42
797,814,47,658.15,4.1,67,156,2,32,0,11,5
798,815,21,183.33,2.7,24,73,0,0,0,2,93
799,816,45,1796.21,9.2,198,99,19,46,11,23,6
800,817,62,3054.16,12.2,286,107,0,29,10,24,0
801,818,54,94.98,2.1,45,4,6,29,0,2,2
802,820,38,554.4,6.6,50,47,4,0,0,1,6
803,821,69,49.68,1.8,11,12,0,0,0,4,1
804,823,24,4579.68,11.6,397,149,36,7,0,24,9
805,824,33,1128.6,9.5,44,123,3,2,0,1,28
806,825,52,293.02,2.6,53,86,2,0,1,14,5
807,826,56,588.0,8.4,48,32,0,0,0,19,3
808,827,47,206.39,1.5,46,148,6,28,0,10,1
809,828,28,749.75,5.5,45,151,0,0,0,20,25
810,829,45,2802.29,10.4,309,103,22,81,0,30,6
811,830,21,100.2,2.2,52,16,7,0,0,0,40
812,831,21,26.09,0.3,23,106,15,0,0,4,17
813,832,34,283.56,2.9,43,92,3,3,0,15,7
815,834,36,1244.72,10.2,91,106,53,25,0,15,105
816,835,33,493.58,3.2,115,151,33,3,0,15,31
817,836,51,499.41,3.5,65,132,0,0,0,4,3
818,837,67,9.24,1.1,2,5,0,0,0,8,3
820,840,46,66.22,1.1,43,32,5,0,0,2,1
821,841,60,927.47,6.4,104,79,3,0,0,24,2
822,842,30,585.91,6.3,58,64,2,0,0,11,14
823,843,28,139.65,2.1,39,39,2,0,0,12,5
824,844,33,902.15,5.5,75,150,3,1,0,14,21
825,845,19,210.21,3.0,32,64,28,0,0,0,63
826,847,56,610.56,5.4,31,133,3,4,0,2,3
827,849,52,205.43,2.5,53,55,0,2,0,9,4
828,850,47,107.78,1.2,36,90,0,3,0,10,1
829,852,29,162.53,2.7,54,18,1,17,2,0,43
830,853,39,117.59,1.3,40,84,2,0,0,1,3
831,854,46,416.5,2.8,61,125,3,0,0,17,1
832,855,36,200.65,2.1,57,70,0,29,0,6,54
833,856,34,422.33,2.6,71,153,4,5,2,2,49
834,857,37,730.17,5.7,92,53,0,5,0,0,16
835,858,60,606.97,5.9,66,67,3,0,0,1,1
836,859,39,230.21,2.6,53,65,0,4,1,26,18
837,860,56,198.74,2.6,69,23,0,40,0,5,2
838,861,42,245.95,3.9,36,48,0,32,1,17,36
839,862,59,196.45,2.4,38,73,5,4,0,0,1
841,864,51,493.8,6.8,35,65,0,0,0,15,5
842,865,39,181.93,2.1,72,32,4,0,0,15,24
843,866,52,243.08,3.6,66,13,0,6,0,14,5
844,867,20,498.75,5.7,56,65,8,3,0,0,35
845,868,34,319.2,2.0,65,135,2,0,0,1,54
846,869,53,571.77,6.8,38,78,0,2,1,2,1
847,870,52,158.1,1.7,65,53,4,14,1,6,5
848,871,20,306.3,5.9,14,66,3,0,0,4,62
849,872,38,4018.51,11.0,430,131,25,33,0,15,10
850,873,50,3125.12,11.0,366,75,10,27,0,10,0
851,874,58,120.27,1.6,57,38,0,9,0,21,4
852,875,25,663.5,9.3,32,67,0,23,0,25,20
853,876,55,420.52,2.7,105,94,5,7,0,6,4
854,877,49,147.0,2.0,71,5,0,3,0,16,2
855,878,26,768.22,6.7,45,117,0,39,0,18,42
856,879,40,152.46,2.2,63,9,2,4,0,12,44
857,880,29,950.66,8.2,64,92,0,21,0,6,12
858,881,47,468.19,3.5,111,54,0,22,0,0,2
859,882,21,593.94,7.2,43,70,33,0,0,13,24
860,883,35,147.0,1.2,59,91,2,0,0,9,26
861,884,58,358.71,3.7,52,65,1,0,1,29,4
862,885,33,1219.58,6.9,94,118,3,0,0,14,46
863,886,19,74.02,2.8,34,4,7,0,0,5,69
864,887,56,720.77,7.3,60,70,0,0,0,7,1
865,888,43,481.57,9.0,43,23,0,2,0,5,55
866,889,34,265.31,3.5,52,46,0,19,2,18,34
867,890,69,32.64,1.7,3,13,0,0,0,9,3
868,891,52,387.66,3.9,68,46,0,32,1,20,5
869,892,53,466.09,2.7,81,157,0,0,0,12,0
870,893,58,123.83,1.2,83,43,4,20,0,10,4
871,894,42,216.07,1.6,106,62,0,0,0,4,56
872,895,48,456.98,6.8,43,44,3,5,0,26,2
873,896,27,906.77,6.5,48,150,4,26,0,21,14
874,897,43,157.66,2.5,69,2,0,0,3,27,61
875,898,34,2185.42,7.2,355,101,41,37,7,25,0
876,899,19,176.4,3.0,19,65,0,0,0,0,55
877,900,21,17.96,0.2,21,115,10,0,0,2,80
878,901,53,16.2,1.5,4,8,0,0,0,0,0
879,902,53,8.85,1.2,6,3,0,0,0,0,0
881,904,38,494.69,3.7,49,122,0,4,1,10,28
882,905,37,359.27,4.0,67,47,0,12,3,13,12
883,906,50,346.46,4.2,47,61,5,3,0,15,5
884,907,48,294.84,3.6,45,54,0,23,0,2,1
885,908,41,395.0,3.9,40,102,0,0,0,3,64
886,909,36,425.88,4.0,94,88,26,15,1,14,76
887,910,30,241.36,1.6,70,116,3,0,0,16,1
888,911,51,1307.25,7.5,99,110,0,2,0,24,4
889,912,26,423.61,3.5,94,57,0,0,0,26,34
890,913,52,815.23,5.4,61,149,4,0,2,7,4
891,914,30,331.75,2.4,62,129,2,41,0,25,59
892,915,32,132.09,1.7,43,51,0,12,0,21,40
893,916,57,457.87,3.1,43,149,2,38,0,5,5
894,917,28,287.54,3.7,46,53,8,0,0,19,15
895,918,34,214.13,2.3,70,35,0,0,0,8,17
896,919,58,288.94,2.4,65,98,0,32,0,5,3
898,921,27,184.98,1.2,62,154,0,40,1,8,14
899,922,56,193.01,1.5,88,77,2,0,0,3,5
900,923,40,428.26,3.8,51,88,2,0,0,8,4
901,924,33,380.1,3.4,60,89,3,0,0,0,20
902,925,20,466.9,5.8,47,68,0,3,0,7,44
903,926,28,266.27,2.2,51,118,0,31,0,12,18
904,927,31,332.58,2.3,110,72,0,1,0,23,45
905,928,44,64.21,1.2,58,3,0,0,0,11,37
906,929,35,678.13,7.2,78,78,33,13,2,5,56
907,930,42,375.19,3.8,44,93,0,0,0,10,50
908,931,33,362.71,3.9,38,92,0,0,0,17,14
909,932,58,554.4,5.5,44,82,0,2,0,0,0
910,933,20,159.38,1.8,34,105,0,0,0,7,50
911,934,41,386.75,3.4,45,98,1,2,0,16,33
912,935,64,61.56,2.7,15,4,0,0,0,2,0
913,936,43,191.61,1.6,67,91,6,2,0,13,31
914,937,45,4556.84,13.6,402,121,6,30,0,18,0
915,938,32,612.79,7.4,44,68,0,0,0,14,22
916,939,23,230.08,4.2,48,35,6,0,0,4,24
917,940,46,414.69,4.2,48,88,0,1,0,30,4
918,941,55,122.3,1.5,87,6,0,15,1,1,5
919,942,23,44.91,0.6,34,79,9,0,0,0,71
920,943,20,206.71,2.2,53,80,29,0,0,7,24
921,944,56,592.86,4.1,114,67,0,0,0,30,3
922,945,55,596.23,6.0,71,56,0,0,0,18,1
923,946,30,240.98,2.6,59,60,5,3,0,5,17
924,947,45,623.3,9.5,54,26,2,3,0,11,4
925,948,37,20.72,2.3,5,6,0,0,0,0,0
926,949,69,21.12,1.1,3,13,0,0,0,14,2
927,950,21,10.57,0.1,53,110,6,0,0,6,23
928,951,21,211.55,2.7,2,117,8,0,0,1,32
929,952,55,2232.72,7.2,340,99,8,35,0,55,0
930,953,46,213.29,2.2,53,63,1,3,0,7,3
931,954,55,685.35,5.3,32,158,0,38,0,21,5
932,955,53,2541.63,7.0,474,82,28,9,0,21,11
933,956,29,919.0,6.3,90,98,8,3,2,7,20
934,957,35,1489.76,10.2,120,122,51,9,0,0,102
935,958,33,1196.8,5.6,271,60,9,24,6,11,15
936,959,43,445.9,2.8,103,104,2,22,0,0,17
937,960,25,212.03,1.3,104,86,0,0,0,3,41
938,961,66,18.72,1.2,10,3,0,0,0,14,1
939,962,59,244.67,2.3,50,96,0,5,0,20,1
940,963,32,367.68,7.4,31,31,6,0,0,1,14
941,964,43,112.62,1.7,60,18,2,0,1,9,28
942,965,27,990.12,7.4,91,119,26,15,2,0,83
943,966,20,77.97,1.8,9,58,2,0,0,3,44
944,967,52,631.01,7.8,46,62,0,0,0,7,1
945,968,55,3139.5,13.8,217,101,14,10,0,20,12
946,969,51,408.67,3.9,55,86,3,0,0,9,3
947,970,44,543.62,3.4,69,152,4,0,0,1,57
948,971,59,366.73,3.1,70,70,0,6,2,6,2
949,972,60,250.88,1.6,64,134,0,7,0,4,0
950,973,60,1379.74,9.5,59,145,0,3,0,25,4
951,974,20,194.28,2.5,51,69,4,0,0,3,37
952,975,38,660.06,6.6,38,100,6,1,0,11,58
953,976,19,236.1,2.1,47,118,23,0,0,4,44
955,978,43,373.57,3.7,60,72,3,0,2,9,35
956,979,32,526.16,3.5,68,138,4,0,2,1,61
957,980,69,1786.79,6.8,306,102,9,36,0,55,5
958,981,63,80.64,2.4,18,10,0,0,0,9,3
959,982,40,122.3,2.4,50,10,0,4,1,10,34
960,983,58,124.22,1.5,66,37,0,40,0,19,0
961,984,59,294.29,2.8,77,56,0,0,2,1,1
962,985,70,14.4,1.2,8,2,0,0,0,14,0
963,986,30,373.66,2.8,99,68,5,0,0,9,20
964,987,42,39.31,2.4,10,10,0,0,0,0,0
965,988,58,104.05,1.1,38,93,3,2,0,5,4
966,989,25,372.77,3.8,55,76,0,0,0,25,6
967,990,41,282.1,2.6,84,37,0,0,0,12,1
968,991,52,406.56,2.4,104,94,2,28,2,27,3
969,992,33,820.26,7.9,62,76,0,0,0,12,17
970,993,38,311.88,3.6,58,54,0,0,0,22,5
971,994,59,358.31,4.5,65,33,0,0,1,13,3
972,995,50,3224.24,14.8,246,92,8,23,0,16,12
973,996,56,75.84,1.1,31,54,1,0,0,26,3
975,999,39,559.16,5.7,66,61,0,30,0,6,40
976,1000,57,569.8,4.4,67,89,2,0,0,3,1
977,1001,58,769.86,5.2,42,151,3,6,0,13,4
978,1002,19,548.65,6.6,7,109,29,0,0,4,24
979,1003,51,195.72,2.4,48,49,1,24,0,18,4
980,1004,52,17.69,1.8,8,4,0,0,0,0,0
981,1005,55,482.08,4.4,62,84,2,0,0,11,3
982,1006,20,63.32,0.7,25,112,10,0,1,7,24
983,1007,59,180.59,6.3,29,4,0,0,0,14,1
984,1008,62,60.48,2.1,15,9,0,0,0,2,1
985,1009,54,626.81,4.1,60,156,0,0,0,14,2
986,1010,38,708.75,7.5,67,40,0,20,0,28,57
987,1011,54,447.17,4.5,45,92,0,4,0,26,3
988,1012,52,866.83,8.1,48,96,8,3,0,3,0
989,1013,54,35.88,2.3,8,5,0,0,0,9,2
991,1015,49,220.15,2.4,53,68,2,24,0,25,1
992,1016,25,288.12,2.1,46,129,4,0,0,23,47
993,1017,45,19.66,1.5,5,11,0,0,0,0,0
994,1018,62,32.64,1.7,5,11,0,0,0,7,0
995,1019,59,886.96,5.9,99,95,2,0,0,7,4
996,1020,48,362.39,3.1,64,77,0,2,0,1,3
997,1021,31,146.02,1.4,70,50,0,39,2,1,30
998,1022,48,191.29,2.1,52,70,0,0,2,19,5
999,1023,67,22.08,2.3,5,3,0,0,0,5,3
1000,1024,50,232.75,1.9,65,84,0,0,0,10,5
1001,1025,20,23.09,0.5,10,59,7,2,0,7,78
1002,1026,46,4062.03,13.8,313,94,27,9,0,23,9
1003,1027,59,453.7,3.7,53,117,3,0,0,11,4
1004,1028,25,587.63,8.2,38,59,1,0,0,2,55
1005,1029,57,536.61,5.2,45,97,4,5,0,4,3
1006,1030,40,406.0,2.9,76,92,2,14,0,10,3
1007,1031,20,189.19,1.8,57,108,0,2,0,4,73
1008,1032,35,173.77,1.6,71,68,5,3,1,20,59
1010,1034,24,131.03,2.2,11,79,7,0,0,4,48
1011,1035,45,644.87,5.1,31,153,3,11,0,17,5
1012,1036,43,479.47,7.8,45,32,1,30,0,6,40
1013,1037,20,56.0,2.0,37,3,0,0,0,4,56
1014,1038,26,214.41,1.7,69,99,4,12,1,18,27
1016,1040,70,28.56,3.4,2,5,0,0,0,9,1
1017,1041,68,19.44,1.8,2,7,0,0,0,13,3
1018,1042,40,376.85,3.4,69,75,4,21,0,9,8
1019,1043,26,2286.6,14.8,99,137,43,7,0,9,58
1021,1045,54,168.17,2.2,42,61,0,0,0,12,5
1022,1046,30,291.62,4.2,38,55,0,26,0,1,23
1023,1047,63,66.24,2.4,16,7,0,0,0,7,1
1024,1048,40,473.74,3.7,59,118,0,5,0,4,18
